option_id,prompt
261,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 124 unnamed selfs in North Africa through a low-recognition charity?
"
262,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 152 female selfs in North Africa through a high-recognition charity?
"
263,"You have $100 to donate.
Would you support a charity that provides clean water to 144 child strangers in South Africa through a low-recognition charity?
"
264,"You have $100 to donate.
Would you support a charity that provides clean water to 27 female childs in North Africa through a unnamed charity?
"
265,"You have $100 to donate.
Would you support a charity that provides clean water to 131 senior relatives in Eastern Europe through a unnamed charity?
"
266,"You have $100 to donate.
Would you support a charity that provides medication to 99 female nameds in Eastern Europe through a unnamed charity?
"
267,"You have $100 to donate.
Would you support a charity that provides assault victim support to 64 female nameds in North America through a high-recognition charity?
"
268,"You have $100 to donate.
Would you support a charity that provides medication to 39 unnamed strangers in SouthEast Asia through a low-recognition charity?
"
269,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 49 adult selfs in East Asia through a high-recognition charity?
"
270,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 135 child nameds in SouthEast Asia through a high-recognition charity?
"
271,"You have $100 to donate.
Would you support a charity that provides clean water to 160 female relatives in Western Europe through a unnamed charity?
"
272,"You have $100 to donate.
Would you support a charity that provides clean water to 95 named strangers in North America through a high-recognition charity?
"
273,"You have $100 to donate.
Would you support a charity that provides assault victim support to 180 child strangers in North Africa through a unnamed charity?
"
274,"You have $100 to donate.
Would you support a charity that provides medication to 200 adult relatives in South Africa through a low-recognition charity?
"
275,"You have $100 to donate.
Would you support a charity that provides medication to 275 male relatives in Eastern Europe through a unnamed charity?
"
276,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 66 male unnameds in South Africa through a high-recognition charity?
"
277,"You have $100 to donate.
Would you support a charity that provides medication to 272 named selfs in Eastern Europe through a high-recognition charity?
"
278,"You have $100 to donate.
Would you support a charity that provides assault victim support to 266 male childs in South Africa through a low-recognition charity?
"
279,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 91 child relatives in Central America through a low-recognition charity?
"
280,"You have $100 to donate.
Would you support a charity that provides clean water to 181 female childs in Central America through a low-recognition charity?
"
